taxpayer_id,industry,region,years_in_business,annual_turnover_£,vat_due_£,days_late_filing,days_late_payment,reported_turnover_£,filing_consistency_score,risk_flag,estimated_tax_gap_£,risk_score,under_report_pct,risk_band,audit_priority
TX013498,Construction,South,9,50693.0,10139.0,91,107,22749.0,0.0891072534831946,Suspicious Pattern,5588.0,100.0,0.5512398161481862,Very High,179
TX077329,Manufacturing,Scotland,5,38688.0,7738.0,229,194,7121.0,0.0011324217695871,Potential Under-Reporting,6313.0,100.0,0.815937758478081,Very High,180
TX084066,Construction,East,2,45743.0,9149.0,114,91,19875.0,0.160236606023211,Suspicious Pattern,5173.0,100.0,0.5655072907330083,Very High,181
TX084075,Hospitality,Scotland,2,286758.0,57352.0,286,196,58680.0,0.0366183828105163,Potential Under-Reporting,45615.0,100.0,0.7953675224405248,Very High,182
TX099290,Wholesale,East,30,158076.0,31615.0,116,106,69069.0,0.0070266231649487,Suspicious Pattern,17801.0,100.0,0.5630646018370911,Very High,183
TX045163,Professional Services,Wales,27,48512.0,9702.0,181,286,10918.0,0.0595646151550168,Potential Under-Reporting,7518.0,100.0,0.7749422823218998,Very High,184
TX084056,Hospitality,South,23,188009.0,37602.0,106,111,79493.0,0.0823075305651475,Suspicious Pattern,21703.0,100.0,0.5771851347541873,Very High,185
TX053556,Professional Services,South,23,47567.0,9513.0,281,220,5900.0,0.043704972643027,Potential Under-Reporting,8333.0,100.0,0.8759644291210292,Very High,186
TX083297,Construction,West,9,65176.0,13035.0,98,89,26419.0,0.0804776178758266,Suspicious Pattern,7751.0,100.0,0.5946514054253099,Very High,187
TX028330,Finance,London,5,147133.0,29427.0,187,220,26430.0,0.0871778478607641,Potential Under-Reporting,24140.0,100.0,0.8203666070833872,Very High,188
TX013441,Professional Services,North,9,79185.0,15837.0,297,290,9372.0,0.0491943147273935,Potential Under-Reporting,13962.0,100.0,0.8816442508050767,Very High,189
TX013442,Wholesale,Scotland,4,922519.0,184504.0,93,109,472430.0,0.0293370623005946,Suspicious Pattern,90017.0,100.0,0.4878913063037184,Very High,190
TX040593,Manufacturing,North,14,640937.0,128187.0,235,197,128029.0,0.0053675222406919,Potential Under-Reporting,102581.0,100.0,0.8002471381742667,Very High,191
TX013436,Wholesale,Scotland,4,119455.0,23891.0,202,291,28714.0,0.0932002988037927,Potential Under-Reporting,18148.0,100.0,0.7596249633753296,Very High,192
TX093511,Retail,East,1,73616.0,14723.0,304,250,20906.0,0.0382572524101477,Potential Under-Reporting,10541.0,100.0,0.7160128232992827,Very High,193
TX026069,Transport,East,1,129823.0,25965.0,351,289,25930.0,0.0995461028930884,Potential Under-Reporting,20778.0,100.0,0.8002665167189172,Very High,194
TX026084,Transport,North,23,482676.0,96535.0,112,107,208994.0,0.0746746796973916,Suspicious Pattern,54736.0,100.0,0.5670097539550341,Very High,195
TX083204,Professional Services,London,7,96920.0,19384.0,356,251,24442.0,0.0071500959007014,Potential Under-Reporting,14495.0,100.0,0.7478126289723483,Very High,196
TX083205,Construction,South,23,173487.0,34697.0,116,94,77646.0,0.0148840939463512,Suspicious Pattern,19168.0,100.0,0.5524390876549828,Very High,197
TX054604,Manufacturing,South,29,115442.0,23088.0,110,72,46476.0,0.0085161310767272,Suspicious Pattern,13793.0,100.0,0.5974082223107707,Very High,198
TX019603,Agriculture,West,9,840222.0,168044.0,91,114,397895.0,0.028324793028561,Suspicious Pattern,88465.0,100.0,0.5264406311665251,Very High,199
TX020524,Agriculture,London,6,55248.0,11050.0,258,358,16501.0,0.0178737842181177,Potential Under-Reporting,7749.0,100.0,0.7013285548798146,Very High,200
TX020557,Manufacturing,West,13,112643.0,22529.0,323,198,24885.0,0.0473480564130814,Potential Under-Reporting,17551.0,100.0,0.779080812833465,Very High,201
TX035625,Retail,Wales,13,287087.0,57417.0,106,115,148401.0,0.0243840637118068,Suspicious Pattern,27737.0,100.0,0.48308004193850645,Very High,202
TX061847,Hospitality,West,5,517125.0,103425.0,99,96,263699.0,0.0421645640646071,Suspicious Pattern,50685.0,100.0,0.49006719845298524,Very High,203
TX061829,Retail,London,14,6302500.0,1260500.0,298,256,1186783.0,0.0715708157593479,Potential Under-Reporting,1023143.0,100.0,0.8116964696548988,Very High,204
TX025989,Construction,Scotland,25,283515.0,56703.0,103,118,131743.0,0.0282491220237432,Suspicious Pattern,30354.0,100.0,0.5353226460681093,Very High,205
TX061796,Construction,London,8,121965.0,24393.0,295,292,24953.0,0.0442045121103962,Potential Under-Reporting,19402.0,100.0,0.7954085188373714,Very High,206
TX092188,Professional Services,West,12,264049.0,52810.0,243,213,48882.0,0.0156392021529718,Potential Under-Reporting,43033.0,100.0,0.8148752693628835,Very High,207
TX075480,Hospitality,Scotland,20,310232.0,62046.0,185,277,58454.0,0.0283711139398471,Potential Under-Reporting,50355.0,100.0,0.8115797209830062,Very High,208
TX049506,Hospitality,Scotland,13,830695.0,166139.0,340,218,171218.0,0.0263791674852562,Potential Under-Reporting,131895.0,100.0,0.7938858425776006,Very High,209
TX098721,Manufacturing,East,15,15802.0,3160.0,108,98,6683.0,0.0665889101701639,Suspicious Pattern,1823.0,100.0,0.5770788507783825,Very High,210
TX006655,Transport,West,4,125456.0,25091.0,98,110,53183.0,0.1843356325116066,Suspicious Pattern,14454.0,100.0,0.5760824512179569,Very High,211
TX036697,Retail,Scotland,2,54021.0,10804.0,108,107,26629.0,0.0739862635187387,Suspicious Pattern,5478.0,100.0,0.5070620684548601,Very High,212
TX071041,Wholesale,Wales,4,3721.0,744.0,204,244,674.0,0.0417094346360853,Potential Under-Reporting,609.0,100.0,0.8188658962644451,Very High,213
TX020591,Finance,North,7,153286.0,30657.0,349,319,20599.0,0.0520050025357352,Potential Under-Reporting,26537.0,100.0,0.8656172122698746,Very High,214
TX020560,Finance,West,29,109334.0,21867.0,323,246,22167.0,0.0430329448238609,Potential Under-Reporting,17433.0,100.0,0.7972542850348473,Very High,215
TX006671,Agriculture,North,9,99194.0,19839.0,298,277,17120.0,0.0281154097345184,Potential Under-Reporting,16414.0,100.0,0.8274089158618465,Very High,216
TX048208,Manufacturing,Scotland,1,77532.0,15506.0,207,191,16452.0,0.0891244039575097,Potential Under-Reporting,12215.0,100.0,0.7878037455502245,Very High,217
TX075470,Agriculture,North,5,2648.0,530.0,274,188,498.0,0.0782792217300046,Potential Under-Reporting,429.0,100.0,0.8119335347432024,Very High,218
TX040481,Transport,London,9,6824.0,1365.0,356,235,1443.0,0.0612333025054839,Potential Under-Reporting,1076.0,100.0,0.7885404454865181,Very High,219
TX077509,Construction,East,5,25087.0,5017.0,339,291,5112.0,0.0840795352883724,Potential Under-Reporting,3994.0,100.0,0.796229122653167,Very High,220
TX061640,Hospitality,West,12,1300097.0,260019.0,314,342,305620.0,0.0282499573175833,Potential Under-Reporting,198895.0,100.0,0.7649252325018826,Very High,221
TX048194,Professional Services,West,25,193472.0,38694.0,89,99,92086.0,0.0204332788479734,Suspicious Pattern,20277.0,100.0,0.5240344856103208,Very High,222
TX015249,Agriculture,Wales,13,767532.0,153506.0,85,109,321841.0,0.1265532715214686,Suspicious Pattern,89138.0,100.0,0.5806806752031186,Very High,223
TX049554,Finance,Scotland,9,17862.0,3572.0,90,97,8427.0,0.0480247695484047,Suspicious Pattern,1886.0,100.0,0.5282163251595566,Very High,224
TX013220,Construction,West,1,508461.0,101692.0,214,324,78033.0,0.0269550408750114,Potential Under-Reporting,86085.0,100.0,0.8465310023777635,Very High,225
TX053416,Agriculture,North,12,44756.0,8951.0,89,110,21958.0,0.055507779424509,Suspicious Pattern,4559.0,100.0,0.5093842166413441,Very High,226
TX053420,Agriculture,West,24,294547.0,58909.0,311,242,59832.0,0.0497849053327778,Potential Under-Reporting,46942.0,100.0,0.7968677324841197,Very High,227
TX007584,Hospitality,Scotland,4,286136.0,57227.0,362,229,42462.0,0.051767454226505,Potential Under-Reporting,48734.0,100.0,0.8516020353957559,Very High,228
TX035456,Finance,London,15,236896.0,47379.0,221,359,59395.0,0.0551763528801999,Potential Under-Reporting,35500.0,100.0,0.7492781642577333,Very High,229
TX020639,Professional Services,London,11,317413.0,63483.0,232,233,91182.0,0.0065623775836915,Potential Under-Reporting,45246.0,100.0,0.712733882985259,Very High,230
TX054707,Wholesale,Wales,16,81814.0,16363.0,259,328,14305.0,0.0971660492720478,Potential Under-Reporting,13501.0,100.0,0.8251521744444716,Very High,231
TX077578,Finance,East,25,138534.0,27707.0,111,86,59649.0,0.1436004312238749,Suspicious Pattern,15776.0,100.0,0.569426999870068,Very High,232
TX093797,Finance,London,11,62656.0,12531.0,187,225,11407.0,0.0902071809810353,Potential Under-Reporting,10249.0,100.0,0.8179424157303371,Very High,233
TX061568,Retail,London,1,998331.0,199666.0,250,263,161839.0,0.0677165029024492,Potential Under-Reporting,167298.0,100.0,0.8378904391429296,Very High,234
TX087121,Hospitality,London,2,345419.0,69084.0,330,224,80992.0,0.0652824212394409,Potential Under-Reporting,52885.0,100.0,0.765525347476543,Very High,235
TX087128,Professional Services,Scotland,11,221474.0,44295.0,109,106,104307.0,0.1093206250671325,Suspicious Pattern,23433.0,100.0,0.5290327532802948,Very High,236
TX025890,Manufacturing,South,1,65881.0,13176.0,118,86,33216.0,0.0113458741872018,Suspicious Pattern,6532.0,100.0,0.49581821769554196,Very High,237
TX099624,Retail,East,23,184680.0,36936.0,357,219,49257.0,0.0393163133337454,Potential Under-Reporting,27084.0,100.0,0.7332846003898635,Very High,238
TX095783,Professional Services,East,3,149012.0,29802.0,119,108,73927.0,0.118187355499103,Suspicious Pattern,15016.0,100.0,0.5038855931065954,Very High,239
TX002576,Construction,West,13,26021.0,5204.0,265,261,4161.0,0.0372567623722321,Potential Under-Reporting,4371.0,100.0,0.8400906959763268,Very High,240
TX077592,Hospitality,West,6,46117.0,9223.0,271,314,9761.0,0.040832122444599,Potential Under-Reporting,7271.0,100.0,0.788342693583711,Very High,241
TX028666,Wholesale,East,20,6502548.0,1300510.0,103,81,2733642.0,0.1070104980362356,Suspicious Pattern,753781.0,100.0,0.5796044873486517,Very High,242
TX084154,Finance,Scotland,25,168730.0,33746.0,117,86,73325.0,0.0573381384163454,Suspicious Pattern,19080.0,100.0,0.5654299768861495,Very High,243
TX035431,Hospitality,Wales,9,4888930.0,977786.0,200,359,1245166.0,0.0017078371676088,Potential Under-Reporting,728752.0,100.0,0.7453090962644178,Very High,244
TX013155,Agriculture,West,20,322389.0,64478.0,93,100,141908.0,0.0472689795443441,Suspicious Pattern,36096.0,100.0,0.5598236912549746,Very High,245
TX061469,Finance,Scotland,19,5415286.0,1083057.0,110,111,2296904.0,0.0496794492943572,Suspicious Pattern,623676.0,100.0,0.5758480715515303,Very High,246
TX003684,Finance,East,12,50997.0,10199.0,269,216,13414.0,0.0194108829164335,Potential Under-Reporting,7516.0,100.0,0.7369649195050689,Very High,247
TX040371,Professional Services,West,1,6565.0,1313.0,322,244,1563.0,0.0863213794565191,Potential Under-Reporting,1000.0,100.0,0.761919268849962,Very High,248
TX077640,Professional Services,London,21,180312.0,36062.0,188,237,40053.0,0.0145446433714422,Potential Under-Reporting,28051.0,100.0,0.7778683615067217,Very High,249
TX028721,Finance,East,24,46150.0,9230.0,269,291,8765.0,0.0560666990267778,Potential Under-Reporting,7476.0,100.0,0.8100758396533044,Very High,250
TX087061,Hospitality,Wales,3,63009.0,12602.0,115,100,28106.0,0.16319026746919,Suspicious Pattern,6980.0,100.0,0.5539367391959878,Very High,251
TX075358,Hospitality,East,16,81453.0,16291.0,91,94,37057.0,0.0855883499104907,Suspicious Pattern,8879.0,100.0,0.5450505199317398,Very High,252
TX048159,Agriculture,North,18,725748.0,145150.0,246,344,156802.0,0.0854105155066929,Potential Under-Reporting,113789.0,100.0,0.7839442892023126,Very High,253
TX028777,Hospitality,South,27,544542.0,108908.0,350,333,125316.0,0.017553967344192,Potential Under-Reporting,83845.0,100.0,0.7698689908216446,Very High,254
TX028778,Hospitality,London,26,75967.0,15193.0,288,267,11781.0,0.0461713369879407,Potential Under-Reporting,12837.0,100.0,0.8449195045217002,Very High,255
TX087043,Hospitality,London,25,44147.0,8829.0,119,96,17976.0,0.121972029732923,Suspicious Pattern,5234.0,100.0,0.592814913810678,Very High,256
TX002516,Finance,East,25,618846.0,123769.0,273,347,131043.0,0.0706495285590815,Potential Under-Reporting,97560.0,100.0,0.7882461872582194,Very High,257
TX075300,Professional Services,South,3,28071.0,5614.0,103,94,14209.0,0.0672633012067157,Suspicious Pattern,2772.0,100.0,0.49381924405970573,Very High,258
TX092147,Agriculture,West,13,167652.0,33530.0,98,117,69862.0,0.1882711783581694,Suspicious Pattern,19557.0,100.0,0.5832915801779878,Very High,259
TX092157,Transport,Wales,3,63610.0,12722.0,89,86,31460.0,0.0541167359767249,Suspicious Pattern,6429.0,100.0,0.5054236755227166,Very High,260
TX096475,Transport,London,2,179523.0,35905.0,240,240,30220.0,0.0152985623367795,Potential Under-Reporting,29860.0,100.0,0.8316650234231825,Very High,261
TX000367,Retail,Wales,22,3507.0,701.0,228,230,914.0,0.0290221630184228,Potential Under-Reporting,518.0,100.0,0.7393783860849729,Very High,262
TX095502,Wholesale,North,28,782904.0,156581.0,263,303,118335.0,0.0411104518581246,Potential Under-Reporting,132913.0,100.0,0.8488512001471444,Very High,263
TX007661,Manufacturing,East,15,54990.0,10998.0,200,328,12608.0,0.0755339833404559,Potential Under-Reporting,8476.0,100.0,0.7707219494453537,Very High,264
TX064617,Wholesale,South,12,283222.0,56644.0,112,90,128237.0,0.0751512506051522,Suspicious Pattern,30996.0,100.0,0.5472209079803123,Very High,265
TX088296,Retail,Wales,17,273336.0,54667.0,109,116,129302.0,0.0527080901754301,Suspicious Pattern,28806.0,100.0,0.5269485175754383,Very High,266
TX086993,Agriculture,West,28,42801.0,8560.0,322,330,8549.0,0.0287124259211733,Potential Under-Reporting,6850.0,100.0,0.8002616761290624,Very High,267
TX028872,Hospitality,London,9,4157.0,831.0,312,288,428.0,0.0923405810474568,Potential Under-Reporting,745.0,100.0,0.8970411354342074,Very High,268
TX028893,Construction,North,30,1216758.0,243352.0,334,364,164066.0,0.0176993274419386,Potential Under-Reporting,210538.0,100.0,0.8651613550106102,Very High,269
TX012998,Transport,Scotland,7,55022.0,11004.0,280,202,7362.0,0.0776250684639763,Potential Under-Reporting,9531.0,100.0,0.8661989749554724,Very High,270
TX091077,Transport,Scotland,2,4816601.0,963320.0,280,193,492764.0,0.0823444966901482,Potential Under-Reporting,864767.0,100.0,0.897694660612328,Very High,271
TX061288,Transport,West,26,146955.0,29391.0,110,115,74881.0,0.0138636517015394,Suspicious Pattern,14414.0,100.0,0.49044945731686573,Very High,272
TX040225,Retail,North,26,60695.0,12139.0,108,112,31838.0,0.0520185741580488,Suspicious Pattern,5771.0,100.0,0.475442787709037,Very High,273
TX086970,Agriculture,London,28,208895.0,41779.0,105,85,91866.0,0.1194827964996412,Suspicious Pattern,23405.0,100.0,0.5602288230929414,Very High,274
TX097485,Hospitality,Scotland,26,44939.0,8988.0,88,98,18165.0,0.1105518271258014,Suspicious Pattern,5354.0,100.0,0.5957853979839338,Very High,275
TX069861,Manufacturing,West,3,2401512.0,480302.0,279,355,542565.0,0.0445574953493857,Potential Under-Reporting,371789.0,100.0,0.7740735836423054,Very High,276
TX053368,Professional Services,West,11,175020.0,35004.0,107,102,76518.0,0.0155830222458517,Suspicious Pattern,19700.0,100.0,0.5628042509427494,Very High,277
TX035279,Hospitality,Wales,5,30473.0,6095.0,350,263,6930.0,0.0203294107455474,Potential Under-Reporting,4708.0,100.0,0.772585567551603,Very High,278
TX054913,Manufacturing,West,16,62564.0,12513.0,89,98,25142.0,0.140209437977529,Suspicious Pattern,7484.0,100.0,0.5981395051467298,Very High,279
TX007710,Professional Services,East,17,19532.0,3906.0,355,261,2546.0,0.0693061945942609,Potential Under-Reporting,3397.0,100.0,0.8696498054474708,Very High,280
TX049823,Transport,East,17,63124.0,12625.0,117,100,27419.0,0.0234199170960143,Suspicious Pattern,7140.0,100.0,0.5656327228946201,Very High,281
TX092137,Finance,Wales,25,31318.0,6264.0,348,336,5679.0,0.0507953790664963,Potential Under-Reporting,5127.0,100.0,0.8186665815186155,Very High,282
TX064696,Agriculture,Scotland,24,331436.0,66287.0,239,328,43143.0,0.0457296756553118,Potential Under-Reporting,57658.0,100.0,0.869830072774231,Very High,283
TX075176,Hospitality,Scotland,8,490043.0,98009.0,117,99,259059.0,0.0179167804696335,Suspicious Pattern,46196.0,100.0,0.47135455460031056,Very High,284
TX029005,Professional Services,East,30,144549.0,28910.0,207,335,35122.0,0.0475613350797758,Potential Under-Reporting,21885.0,100.0,0.7570235698621228,Very High,285
TX049825,Professional Services,South,25,790917.0,158183.0,111,89,319600.0,0.1109977058109436,Suspicious Pattern,94263.0,100.0,0.5959120868561429,Very High,286
TX077978,Manufacturing,Scotland,20,221789.0,44358.0,258,299,30810.0,0.0748421922848232,Potential Under-Reporting,38195.0,100.0,0.8610841836159593,Very High,287
TX025523,Construction,Scotland,15,97688.0,19538.0,115,94,46616.0,0.0180551725304336,Suspicious Pattern,10214.0,100.0,0.5228073048890345,Very High,288
TX049841,Finance,East,30,75191.0,15038.0,117,105,37649.0,0.1138439579824847,Suspicious Pattern,7508.0,100.0,0.4992884786743094,Very High,289
TX091228,Professional Services,North,28,298363.0,59673.0,91,116,134055.0,0.0360084606671388,Suspicious Pattern,32861.0,100.0,0.550698310447341,Very High,290
TX029101,Retail,East,23,415560.0,83112.0,224,262,51288.0,0.0992306174756309,Potential Under-Reporting,72854.0,100.0,0.8765809991336991,Very High,291
TX007771,Retail,North,5,76107.0,15221.0,194,198,20014.0,0.0076567618007587,Potential Under-Reporting,11218.0,100.0,0.7370281314465161,Very High,292
TX082999,Construction,West,15,46669.0,9334.0,357,330,9318.0,0.0324689892555124,Potential Under-Reporting,7470.0,100.0,0.8003385545008463,Very High,293
TX090472,Manufacturing,North,5,5338344.0,1067669.0,223,229,1557410.0,0.0598492807106662,Potential Under-Reporting,756186.0,100.0,0.7082597149977596,Very High,294
TX071224,Wholesale,North,25,219385.0,43877.0,256,285,32876.0,0.0451666945942701,Potential Under-Reporting,37301.0,100.0,0.850144722747681,Very High,295
TX071205,Wholesale,West,5,2091618.0,418324.0,85,89,950219.0,0.0962521760416266,Suspicious Pattern,228279.0,100.0,0.5457014617391894,Very High,296
TX053330,Professional Services,South,11,941734.0,188347.0,195,331,168238.0,0.0421685161661073,Potential Under-Reporting,154699.0,100.0,0.8213529510456243,Very High,297
TX098491,Agriculture,Scotland,1,129637.0,25927.0,115,93,56536.0,0.0204374542766021,Suspicious Pattern,14620.0,100.0,0.5638899388291922,Very High,298
TX041963,Manufacturing,Wales,19,1061634.0,212327.0,249,347,128257.0,0.0277456876754473,Potential Under-Reporting,186675.0,100.0,0.879189061390272,Very High,299
TX075115,Agriculture,London,28,29537.0,5907.0,191,276,8401.0,0.0978138360627246,Potential Under-Reporting,4227.0,100.0,0.7155770728239158,Very High,300
TX003914,Professional Services,London,19,136166.0,27233.0,298,183,31160.0,0.0309032972796822,Potential Under-Reporting,21001.0,100.0,0.7711616703141754,Very High,301
TX093852,Transport,North,8,37862.0,7572.0,310,363,8900.0,0.0645825454423228,Potential Under-Reporting,5792.0,100.0,0.7649358195552268,Very High,302
TX003891,Construction,Wales,11,276602.0,55320.0,92,95,117449.0,0.1079143953885864,Suspicious Pattern,31830.0,100.0,0.5753862951099413,Very High,303
TX025463,Wholesale,East,14,30248.0,6050.0,244,212,3959.0,0.0272525542270411,Potential Under-Reporting,5257.0,100.0,0.869115313409151,Very High,304
TX064754,Manufacturing,East,10,153060.0,30612.0,330,294,45104.0,0.0096196006256926,Potential Under-Reporting,21591.0,100.0,0.7053181758787403,Very High,305
TX041977,Construction,Wales,2,462156.0,92431.0,99,106,224735.0,0.0303745365544742,Suspicious Pattern,47484.0,100.0,0.5137248028804127,Very High,306
TX041986,Hospitality,East,8,363705.0,72741.0,245,183,36621.0,0.0415185417779511,Potential Under-Reporting,65416.0,100.0,0.8993112550006186,Very High,307
TX092419,Professional Services,West,20,324271.0,64854.0,196,195,42388.0,0.0094046779825086,Potential Under-Reporting,56376.0,100.0,0.8692821744775203,Very High,308
TX078018,Agriculture,London,2,47192.0,9438.0,298,361,12196.0,0.0924594264875833,Potential Under-Reporting,6999.0,100.0,0.7415663671808781,Very High,309
TX006509,Hospitality,West,7,170628.0,34126.0,80,102,69692.0,0.0353270627473152,Suspicious Pattern,20187.0,100.0,0.5915558993834541,Very High,310
TX055042,Manufacturing,Wales,7,244824.0,48965.0,317,364,65538.0,0.0843139307452928,Potential Under-Reporting,35857.0,100.0,0.7323056563082051,Very High,311
TX020854,Wholesale,South,26,1265140.0,253028.0,310,275,178463.0,0.0670890323234822,Potential Under-Reporting,217335.0,100.0,0.8589381412333813,Very High,312
TX071258,Manufacturing,North,19,53920.0,10784.0,86,110,22126.0,0.0558611571442751,Suspicious Pattern,6358.0,100.0,0.5896513353115727,Very High,313
TX090436,Transport,South,28,125283.0,25057.0,97,94,53441.0,0.1781220987239087,Suspicious Pattern,14368.0,100.0,0.5734377369635146,Very High,314
TX069766,Hospitality,Scotland,14,276688.0,55338.0,97,92,119985.0,0.1654202723062214,Suspicious Pattern,31340.0,100.0,0.5663527149713757,Very High,315
TX055046,Agriculture,West,10,156785.0,31357.0,232,219,23313.0,0.0488118326830343,Potential Under-Reporting,26694.0,100.0,0.8513059285008132,Very High,316
TX061045,Construction,North,23,26944.0,5389.0,201,333,4858.0,0.0606913580282998,Potential Under-Reporting,4417.0,100.0,0.8197001187648456,Very High,317
TX047942,Finance,Scotland,2,1888402.0,377680.0,106,105,841524.0,0.0393375168815989,Suspicious Pattern,209375.0,100.0,0.5543724270573744,Very High,318
TX075061,Transport,Scotland,3,373746.0,74749.0,86,114,156147.0,0.0783202734535365,Suspicious Pattern,43519.0,100.0,0.5822109132940553,Very High,319
TX075076,Hospitality,East,12,425680.0,85136.0,95,96,208099.0,0.0514269235946075,Suspicious Pattern,43516.0,100.0,0.5111374741589927,Very High,320
TX040069,Construction,North,29,440208.0,88042.0,100,97,214601.0,0.1079828273219824,Suspicious Pattern,45121.0,100.0,0.5125009086613601,Very High,321
TX036921,Construction,South,6,91349.0,18270.0,357,253,21489.0,0.034257579284247,Potential Under-Reporting,13971.0,100.0,0.764759329604046,Very High,322
TX078092,Retail,East,30,387786.0,77557.0,100,112,159974.0,0.1014522627834935,Suspicious Pattern,45562.0,100.0,0.5874683459433812,Very High,323
TX078100,Wholesale,East,18,7933052.0,1586610.0,283,260,1236341.0,0.0589642363982376,Potential Under-Reporting,1339342.0,100.0,0.8441531708099228,Very High,324
TX012714,Finance,North,6,184551.0,36910.0,93,98,78159.0,0.1062120909014362,Suspicious Pattern,21278.0,100.0,0.5764910512541249,Very High,325
TX097115,Hospitality,South,13,142794.0,28559.0,107,95,66445.0,0.0597069232709472,Suspicious Pattern,15269.0,100.0,0.5346793282630923,Very High,326
TX040049,Manufacturing,West,6,41013.0,8203.0,109,95,21061.0,0.0578425053565817,Suspicious Pattern,3990.0,100.0,0.48647989661814545,Very High,327
TX095979,Manufacturing,Scotland,29,2958316.0,591663.0,82,103,1206032.0,0.0634799607779175,Suspicious Pattern,350456.0,100.0,0.5923248226355805,Very High,328
TX050021,Wholesale,East,12,93488.0,18698.0,93,103,40080.0,0.141415450380922,Suspicious Pattern,10681.0,100.0,0.5712818757487592,Very High,329
TX012632,Construction,South,18,27135.0,5427.0,334,345,6808.0,0.0257914830691796,Potential Under-Reporting,4065.0,100.0,0.7491063202505989,Very High,330
TX060873,Transport,North,17,56108.0,11222.0,106,95,23902.0,0.1852479802630459,Suspicious Pattern,6441.0,100.0,0.5740001425821629,Very High,331
TX064884,Professional Services,Wales,18,20397.0,4079.0,256,232,3239.0,0.0891118919160345,Potential Under-Reporting,3431.0,100.0,0.8412021375692503,Very High,332
TX015735,Transport,Scotland,4,29164.0,5833.0,222,262,4361.0,0.044249579439422,Potential Under-Reporting,4960.0,100.0,0.8504663283500206,Very High,333
TX091236,Professional Services,North,19,1066969.0,213394.0,278,271,194040.0,0.0252328546498409,Potential Under-Reporting,174585.0,100.0,0.8181390462140887,Very High,334
TX060845,Manufacturing,East,12,2184682.0,436936.0,113,104,950581.0,0.1128629903125244,Suspicious Pattern,246820.0,100.0,0.5648881622130818,Very High,335
TX012602,Manufacturing,West,10,186617.0,37323.0,241,307,51145.0,0.0816631516644206,Potential Under-Reporting,27094.0,100.0,0.7259360079735501,Very High,336
TX098468,Finance,Wales,21,3127827.0,625565.0,318,311,346206.0,0.0078974348951379,Potential Under-Reporting,556324.0,100.0,0.8893142107923488,Very High,337
TX074957,Construction,North,26,10353.0,2071.0,113,117,5205.0,0.0903397324361882,Suspicious Pattern,1029.0,100.0,0.4972471747319617,Very High,338
TX047872,Finance,Scotland,23,70166.0,14033.0,343,287,7729.0,0.0924459649776573,Potential Under-Reporting,12487.0,100.0,0.8898469344126785,Very High,339
TX064915,Transport,East,9,62641.0,12528.0,106,88,27537.0,0.0639206989257239,Suspicious Pattern,7020.0,100.0,0.5603997381906419,Very High,340
TX039999,Wholesale,North,20,2333235.0,466647.0,94,113,1301189.0,0.0371927460434693,Suspicious Pattern,206409.0,100.0,0.44232406937149493,Very High,341
TX000443,Wholesale,London,22,11985.0,2397.0,114,118,5545.0,0.1161951196663173,Suspicious Pattern,1287.0,100.0,0.5373383395911556,Very High,342
TX071316,Professional Services,East,5,395692.0,79138.0,311,322,89195.0,0.0350981350585299,Potential Under-Reporting,61299.0,100.0,0.774584778059703,Very High,343
TX055133,Transport,Wales,10,611711.0,122342.0,347,261,67033.0,0.0108958047674314,Potential Under-Reporting,108935.0,100.0,0.8904172068182524,Very High,344
TX035041,Transport,London,23,14844.0,2969.0,115,82,6685.0,0.0453479434007445,Suspicious Pattern,1631.0,100.0,0.5496496901104824,Very High,345
TX094420,Professional Services,Scotland,26,265200.0,53040.0,339,351,42220.0,0.0666819511008999,Potential Under-Reporting,44595.0,100.0,0.8407993966817496,Very High,346
TX006473,Transport,South,11,385846.0,77169.0,111,114,183812.0,0.1395438919603922,Suspicious Pattern,40406.0,100.0,0.5236130476926028,Very High,347
TX078228,Finance,Scotland,24,174672.0,34934.0,220,280,27852.0,0.0384030091946924,Potential Under-Reporting,29363.0,100.0,0.8405468535311899,Very High,348
TX098790,Agriculture,London,29,735804.0,147161.0,97,109,318507.0,0.1578090252815807,Suspicious Pattern,83459.0,100.0,0.567130648922811,Very High,349
TX025266,Hospitality,South,19,237436.0,47487.0,294,264,57293.0,0.0156537271360868,Potential Under-Reporting,36028.0,100.0,0.7587012921376708,Very High,350
TX088492,Finance,Scotland,17,957146.0,191429.0,320,214,207196.0,0.0937223194363829,Potential Under-Reporting,149989.0,100.0,0.783527277970132,Very High,351
TX047886,Agriculture,North,22,179123.0,35825.0,100,116,78105.0,0.1303725124672823,Suspicious Pattern,20203.0,100.0,0.563958843922891,Very High,352
TX025280,Wholesale,West,3,14987.0,2997.0,91,105,7783.0,0.0019028891691452,Suspicious Pattern,1440.0,100.0,0.4806832588243144,Very High,353
TX064968,Construction,East,28,65486.0,13097.0,112,92,36323.0,0.0325327194818176,Suspicious Pattern,5832.0,100.0,0.445331826649971,Very High,354
TX050143,Hospitality,North,3,170469.0,34094.0,103,100,72997.0,0.0126800962984746,Suspicious Pattern,19494.0,100.0,0.5717872457748916,Very High,355
TX055165,Hospitality,South,23,330659.0,66132.0,105,81,142502.0,0.083444099995415,Suspicious Pattern,37631.0,100.0,0.5690363788676552,Very High,356
TX082878,Hospitality,North,25,15475.0,3095.0,197,340,2968.0,0.0178368043653156,Potential Under-Reporting,2501.0,100.0,0.8082067851373183,Very High,357
