taxpayer_id,industry,region,years_in_business,annual_turnover_£,vat_due_£,days_late_filing,days_late_payment,reported_turnover_£,filing_consistency_score,risk_flag,estimated_tax_gap_£
TX013451,Wholesale,East,13,248381.0,49676.0,4,0,248381.0,0.8495850250870484,Normal,0.0
TX013452,Finance,London,25,1249988.0,249998.0,1,0,1249988.0,0.6729774549549132,Normal,0.0
TX013453,Hospitality,West,16,6703893.0,1340779.0,1,2,6703893.0,0.9701674089908879,Normal,0.0
TX013454,Hospitality,London,2,12445.0,2489.0,87,101,6237.0,0.1841608499281791,Suspicious Pattern,1241.0
TX013455,Retail,West,5,274628.0,54926.0,1,0,274628.0,0.33395747868938425,Normal,0.0
TX013456,Agriculture,South,27,50392.0,10078.0,2,1,50392.0,0.49750498967761353,Normal,0.0
TX013457,Retail,Scotland,21,12800.0,2560.0,2,4,12800.0,0.8705560416163122,Normal,0.0
TX013458,Finance,North,22,1149459.0,229892.0,8,3,1149459.0,0.8337887051241543,Normal,0.0
TX013459,Manufacturing,West,5,121697.0,24339.0,2,3,121697.0,0.970888408382988,Normal,0.0
TX013460,Professional Services,West,7,884764.0,176953.0,0,0,884764.0,0.7372169215054446,Normal,0.0
TX013461,Transport,West,10,1209930.0,241986.0,2,2,1209930.0,0.7911151964126218,Normal,0.0
TX013462,Retail,West,17,85667.0,17133.0,3,7,85667.0,0.6150452400802691,Normal,0.0
TX013463,Professional Services,Scotland,24,275303.0,55061.0,0,1,275303.0,0.5570688322024384,Normal,0.0
TX013464,Retail,London,8,1207469.0,241494.0,0,1,1207469.0,0.7455089576559565,Normal,0.0
TX013465,Retail,Wales,13,32706.0,6541.0,0,4,32706.0,0.7352039660663469,Normal,0.0
TX013466,Agriculture,London,25,1022681.0,204536.0,1,0,1022681.0,0.8105179297922708,Normal,0.0
TX013467,Transport,North,21,495116.0,99023.0,14,1,495116.0,0.6894655605439607,Normal,0.0
TX013468,Manufacturing,East,10,126747.0,25349.0,0,3,126747.0,0.857735985311576,Normal,0.0
TX013469,Finance,South,14,65860.0,13172.0,0,1,65860.0,0.7674280185260394,Normal,0.0
TX013470,Agriculture,North,9,13347.0,2669.0,2,3,13347.0,0.9938239311647775,Normal,0.0
TX013471,Wholesale,West,9,216882.0,43376.0,6,1,216882.0,0.6166457645687471,Normal,0.0
TX013472,Retail,West,13,2248207.0,449641.0,3,0,2248207.0,0.7555263939747947,Normal,0.0
TX013473,Finance,London,24,391927.0,78385.0,1,2,391927.0,0.784053988511622,Normal,0.0
TX013474,Wholesale,West,12,13810.0,2762.0,2,6,13810.0,0.5995886687260495,Normal,0.0
TX013475,Construction,Wales,18,174706.0,34941.0,11,0,174706.0,0.799449551443695,Normal,0.0
TX013476,Transport,Wales,16,142314.0,28463.0,2,0,142314.0,0.6676095893591633,Normal,0.0
TX013477,Construction,North,14,454606.0,90921.0,2,2,454606.0,0.8605155553491382,Normal,0.0
TX013478,Manufacturing,East,14,68016.0,13603.0,0,3,68016.0,0.6159695783155665,Normal,0.0
TX013479,Retail,East,22,105043.0,21009.0,4,1,105043.0,0.7677478147324465,Normal,0.0
TX013480,Transport,Wales,13,608725.0,121745.0,0,0,608725.0,0.7461484608033958,Normal,0.0
TX013481,Professional Services,East,8,135234.0,27047.0,0,0,135234.0,0.6691892696662184,Normal,0.0
TX013482,Construction,London,2,2275674.0,455135.0,1,1,2275674.0,0.6850464676204887,Normal,0.0
TX013483,Agriculture,South,19,173156.0,34631.0,1,2,173156.0,0.8900893200953008,Normal,0.0
TX013484,Hospitality,North,24,57879.0,11576.0,0,5,57879.0,0.9435242964180428,Normal,0.0
TX013485,Retail,South,12,21435.0,4287.0,1,0,21435.0,0.8869113774894667,Normal,0.0
TX013486,Finance,Wales,12,420455.0,84091.0,4,0,420455.0,0.8373369380140011,Normal,0.0
TX013487,Wholesale,East,25,131002.0,26200.0,0,1,131002.0,0.8466935785658782,Normal,0.0
TX013488,Professional Services,South,25,70790.0,14158.0,8,2,70790.0,0.9499651504102155,Normal,0.0
TX013489,Agriculture,Scotland,16,7756.0,1551.0,3,1,7756.0,0.6516515981180471,Normal,0.0
TX013490,Agriculture,Wales,8,311804.0,62361.0,7,4,311804.0,0.6414320174586698,Normal,0.0
TX013491,Retail,Scotland,7,51998.0,10400.0,0,2,51998.0,0.7192222296240013,Normal,0.0
TX013492,Construction,West,16,969848.0,193970.0,1,0,969848.0,0.8953155136857875,Normal,0.0
TX013493,Finance,West,4,467848.0,93570.0,1,2,467848.0,0.7888508297444762,Normal,0.0
TX013494,Hospitality,Wales,14,204706.0,40941.0,1,3,204706.0,0.7602943274087834,Normal,0.0
TX013495,Construction,East,10,945713.0,189143.0,1,1,945713.0,0.9635096441122252,Normal,0.0
TX013496,Finance,West,22,36555.0,7311.0,0,0,36555.0,0.8757159217530022,Normal,0.0
TX013497,Hospitality,North,28,118004.0,23601.0,3,2,118004.0,0.9514964774832638,Normal,0.0
TX013498,Construction,South,9,50693.0,10139.0,91,107,22749.0,0.08910725348319466,Suspicious Pattern,5588.0
TX013499,Retail,South,12,576987.0,115397.0,2,2,576987.0,0.9490240119679166,Normal,0.0
TX013500,Manufacturing,East,11,323897.0,64779.0,2,1,323897.0,0.7187391443539644,Normal,0.0
TX013501,Retail,Scotland,2,801571.0,160314.0,1,1,801571.0,0.6677759207115377,Normal,0.0
TX013502,Transport,East,19,196172.0,39234.0,1,3,196172.0,0.872170131042094,Normal,0.0
TX013503,Retail,London,24,70149.0,14030.0,2,0,70149.0,0.622145800870644,Normal,0.0
TX013504,Retail,Scotland,19,60343.0,12069.0,4,1,60343.0,0.7129836290166638,Normal,0.0
TX013505,Finance,Wales,7,38588.0,7718.0,0,6,38588.0,0.7660343145964024,Normal,0.0
TX013506,Agriculture,West,21,98367.0,19673.0,1,1,98367.0,0.7929855727255893,Normal,0.0
TX013507,Agriculture,South,17,1905145.0,381029.0,0,0,1905145.0,0.9479944977786511,Normal,0.0
TX013508,Finance,West,5,59217.0,11843.0,2,1,59217.0,0.7381102177539777,Normal,0.0
TX013509,Manufacturing,West,4,1699901.0,339980.0,1,3,1699901.0,0.8795642960457076,Normal,0.0
TX013510,Wholesale,South,1,1029151.0,205830.0,1,5,1029151.0,0.9086142657381061,Normal,0.0
TX013511,Professional Services,Wales,26,971416.0,194283.0,0,0,971416.0,0.8863417734687115,Normal,0.0
TX013512,Manufacturing,South,17,38349.0,7670.0,2,0,38349.0,0.8070078890382844,Normal,0.0
TX013513,Professional Services,Wales,22,217244.0,43449.0,1,0,217244.0,0.9752979688356471,Normal,0.0
TX013514,Retail,North,1,2607409.0,521482.0,9,0,2607409.0,0.7674090067462629,Normal,0.0
TX013515,Construction,East,8,127352.0,25470.0,68,93,72793.0,0.24763675064636675,Suspicious Pattern,10911.0
TX013516,Transport,South,20,201747.0,40349.0,16,0,201747.0,0.7048992383195685,Normal,0.0
TX013517,Manufacturing,London,30,57767.0,11553.0,5,0,57767.0,0.5604304883090208,Normal,0.0
TX013518,Professional Services,North,16,26693.0,5339.0,0,0,26693.0,0.9251467562441275,Normal,0.0
TX013519,Manufacturing,North,15,82167.0,16433.0,4,1,82167.0,0.8347290052138532,Normal,0.0
TX013520,Wholesale,East,9,952518.0,190504.0,4,3,952518.0,0.8191004272815338,Normal,0.0
TX013521,Wholesale,Wales,13,20370.0,4074.0,2,3,20370.0,0.9193500825471421,Normal,0.0
TX013522,Hospitality,London,20,487992.0,97598.0,10,1,487992.0,0.9683921677262143,Normal,0.0
TX013523,Agriculture,Scotland,7,218102.0,43620.0,5,0,218102.0,0.9602311097954176,Normal,0.0
TX013524,Transport,North,17,155108.0,31022.0,0,8,155108.0,0.9609246575775632,Normal,0.0
TX013525,Wholesale,South,5,151083.0,30217.0,0,0,151083.0,0.8146116419946975,Normal,0.0
TX013526,Transport,South,15,131965.0,26393.0,0,0,131965.0,0.9139926727562566,Normal,0.0
TX013527,Transport,Scotland,13,84981.0,16996.0,2,0,84981.0,0.9357065956580488,Normal,0.0
TX013528,Retail,North,6,359573.0,71915.0,0,1,359573.0,0.6676987561866261,Normal,0.0
TX013529,Hospitality,South,2,59140.0,11828.0,0,0,59140.0,0.9322398170241102,Normal,0.0
TX013530,Hospitality,South,29,213157.0,42631.0,0,8,213157.0,0.8402793220421487,Normal,0.0
TX013531,Manufacturing,North,12,150796.0,30159.0,4,0,150796.0,0.6566171231414896,Normal,0.0
TX013532,Wholesale,Scotland,15,1638164.0,327633.0,2,1,1638164.0,0.8073121807262615,Normal,0.0
TX013533,Agriculture,Wales,28,905174.0,181035.0,0,5,905174.0,0.36813585599633264,Normal,0.0
TX013534,Construction,South,12,60079.0,12016.0,0,1,60079.0,0.9589903799434277,Normal,0.0
TX013535,Construction,Scotland,12,118209.0,23642.0,4,1,118209.0,0.837560610087263,Normal,0.0
TX013536,Finance,London,24,2434012.0,486802.0,5,0,2434012.0,0.8732443534546217,Normal,0.0
TX013537,Retail,Wales,9,335635.0,67127.0,1,0,335635.0,0.9046275030034326,Normal,0.0
TX013538,Construction,London,28,867645.0,173529.0,1,0,867645.0,0.8167944450877905,Normal,0.0
TX013539,Hospitality,Wales,28,11750.0,2350.0,0,0,11750.0,0.8284104978611396,Normal,0.0
TX013540,Finance,North,11,19102.0,3820.0,0,0,19102.0,0.7000117208635843,Normal,0.0
TX013541,Construction,West,13,142724.0,28545.0,7,0,142724.0,0.8447194500041311,Normal,0.0
TX013542,Wholesale,North,23,499727.0,99945.0,7,1,499727.0,0.934617355801105,Normal,0.0
TX013543,Finance,Wales,4,303047.0,60609.0,5,1,303047.0,0.7888936378156725,Normal,0.0
TX013544,Hospitality,South,19,231601.0,46320.0,3,0,231601.0,0.7597095563245357,Normal,0.0
TX013545,Hospitality,West,17,194610.0,38922.0,2,8,194610.0,0.9215431888960414,Normal,0.0
TX013546,Finance,East,25,50817.0,10163.0,1,0,50817.0,0.5246108888115718,Normal,0.0
TX013547,Manufacturing,West,21,134903.0,26981.0,1,0,134903.0,0.8115879199384542,Normal,0.0
TX013548,Retail,London,18,11850.0,2370.0,2,4,11850.0,0.6288068622686944,Normal,0.0
TX013549,Wholesale,Wales,7,133880.0,26776.0,0,1,133880.0,0.9312962665555515,Normal,0.0
TX013550,Wholesale,North,11,977752.0,195550.0,1,1,977752.0,0.7469798831052309,Normal,0.0
TX013551,Hospitality,West,13,8480.0,1696.0,1,1,8480.0,0.8132699035340131,Normal,0.0
TX013552,Transport,Wales,18,81717.0,16343.0,1,3,81717.0,0.8407938870858933,Normal,0.0
TX013553,Manufacturing,East,10,459038.0,91808.0,0,1,459038.0,0.8922611285692726,Normal,0.0
TX013554,Hospitality,North,5,337607.0,67521.0,1,0,337607.0,0.653869928888216,Normal,0.0
TX013555,Hospitality,Wales,9,588167.0,117633.0,1,1,588167.0,0.8699685460556223,Normal,0.0
TX013556,Finance,South,9,1265258.0,253052.0,2,2,1265258.0,0.7288954244526139,Normal,0.0
TX013557,Finance,London,27,114487.0,22897.0,1,1,114487.0,0.9382985889153955,Normal,0.0
TX013558,Wholesale,South,24,169906.0,33981.0,0,0,169906.0,0.7099725921694484,Normal,0.0
TX013559,Construction,South,28,127516.0,25503.0,0,1,127516.0,0.8249644253984291,Normal,0.0
TX013560,Agriculture,South,15,129111.0,25822.0,1,0,129111.0,0.8445985120159257,Normal,0.0
TX013561,Construction,East,12,308559.0,61712.0,2,0,308559.0,0.7919955362218435,Normal,0.0
TX013562,Retail,South,3,526307.0,105261.0,0,1,526307.0,0.8593329578531833,Normal,0.0
TX013563,Construction,London,2,403689.0,80738.0,0,5,403689.0,0.7755654416416897,Normal,0.0
TX013564,Hospitality,West,22,31286.0,6257.0,2,3,31286.0,0.7416718442749474,Normal,0.0
TX013565,Wholesale,Scotland,19,6655.0,1331.0,0,0,6655.0,0.6927898462609269,Normal,0.0
TX013566,Construction,East,26,179270.0,35854.0,0,3,179270.0,0.8293198036392069,Normal,0.0
TX013567,Construction,London,25,4429808.0,885962.0,1,1,4429808.0,0.7465618610946658,Normal,0.0
TX013568,Professional Services,Scotland,19,215948.0,43190.0,1,0,215948.0,0.9401829016444433,Normal,0.0
TX013569,Wholesale,North,13,316013.0,63203.0,2,0,316013.0,0.6129284696851923,Normal,0.0
TX013570,Construction,North,9,318741.0,63748.0,1,7,318741.0,0.8741716322441272,Normal,0.0
TX013571,Agriculture,Wales,26,118799.0,23760.0,97,81,68677.0,0.16954448855997295,Suspicious Pattern,10024.0
TX013572,Construction,Wales,17,3334354.0,666871.0,1,7,3334354.0,0.9354532793012879,Normal,0.0
TX013573,Construction,Wales,4,163954.0,32791.0,6,2,163954.0,0.9265314868564828,Normal,0.0
TX013574,Hospitality,Scotland,11,246415.0,49283.0,0,0,246415.0,0.8747054808642928,Normal,0.0
TX013575,Wholesale,Scotland,22,104849.0,20970.0,1,3,104849.0,0.9485968690868455,Normal,0.0
TX013576,Hospitality,East,24,14705.0,2941.0,6,2,14705.0,0.7454286859368918,Normal,0.0
TX013577,Agriculture,West,18,402508.0,80502.0,3,1,402508.0,0.7406076896304286,Normal,0.0
TX013578,Finance,Scotland,25,288848.0,57770.0,3,1,288848.0,0.8253512266440051,Normal,0.0
TX013579,Professional Services,East,3,558997.0,111799.0,4,1,558997.0,0.5639336102545399,Normal,0.0
TX013580,Retail,South,9,146989.0,29398.0,3,2,146989.0,0.6295213595749265,Normal,0.0
TX013581,Construction,East,3,45718.0,9144.0,10,0,45718.0,0.959569026906825,Normal,0.0
TX013582,Professional Services,Wales,3,478017.0,95603.0,3,0,478017.0,0.8931371713635182,Normal,0.0
TX013583,Finance,North,4,1207571.0,241514.0,0,2,1207571.0,0.8091166337613738,Normal,0.0
TX013584,Finance,Scotland,4,248298.0,49660.0,1,7,248298.0,0.5657936969330767,Normal,0.0
TX013585,Manufacturing,North,11,91245.0,18249.0,0,0,91245.0,0.7970801407996476,Normal,0.0
TX013586,Construction,Scotland,23,2185602.0,437120.0,1,2,2185602.0,0.7171497676516723,Normal,0.0
TX013587,Professional Services,South,11,131850.0,26370.0,5,1,131850.0,0.5063456982371968,Normal,0.0
TX013588,Construction,West,28,43733.0,8747.0,1,1,43733.0,0.49798408200024236,Normal,0.0
TX013589,Retail,East,10,2018897.0,403779.0,0,1,2018897.0,0.4786799259534623,Normal,0.0
TX013590,Agriculture,North,17,274081.0,54816.0,0,0,274081.0,0.793714427794374,Normal,0.0
TX013591,Transport,West,1,31164.0,6233.0,4,1,31164.0,0.8437223649675801,Normal,0.0
TX013592,Manufacturing,Wales,2,2005626.0,401125.0,2,0,2005626.0,0.6024834423388443,Normal,0.0
TX013593,Wholesale,West,4,127143.0,25429.0,3,3,127143.0,0.9003071626651077,Normal,0.0
TX013594,Manufacturing,Scotland,27,656169.0,131234.0,2,2,656169.0,0.905858880440893,Normal,0.0
TX013595,Finance,West,17,11610.0,2322.0,1,1,11610.0,0.5981801480516105,Normal,0.0
TX013596,Professional Services,North,1,542296.0,108459.0,4,1,542296.0,0.9530473175650361,Normal,0.0
TX013597,Professional Services,North,9,37137.0,7427.0,8,2,37137.0,0.8842065189760128,Normal,0.0
TX013598,Transport,Wales,30,579376.0,115875.0,7,2,579376.0,0.9245190607571706,Normal,0.0
TX013599,Wholesale,East,11,86932.0,17386.0,2,1,86932.0,0.7211416805116414,Normal,0.0
TX013600,Agriculture,South,25,4577.0,915.0,1,0,4577.0,0.9418550993045972,Normal,0.0
TX013601,Hospitality,West,11,30424.0,6085.0,0,5,30424.0,0.9290761593152091,Normal,0.0
TX013602,Agriculture,London,9,33756.0,6751.0,3,4,33756.0,0.9148678374427482,Normal,0.0
TX013603,Retail,West,24,152991.0,30598.0,1,4,152991.0,0.8972082095229583,Normal,0.0
TX013604,Manufacturing,North,8,153811.0,30762.0,2,3,153811.0,0.8099093299400744,Normal,0.0
TX013605,Professional Services,Wales,30,36480.0,7296.0,1,0,36480.0,0.6365771398472589,Normal,0.0
TX013606,Agriculture,East,9,40547.0,8109.0,0,3,40547.0,0.9485216124818805,Normal,0.0
TX013607,Finance,West,1,267937.0,53587.0,6,1,267937.0,0.9279096019972498,Normal,0.0
TX013608,Professional Services,South,20,97438.0,19488.0,1,6,97438.0,0.6900091702664969,Normal,0.0
TX013609,Construction,Scotland,8,537714.0,107543.0,0,0,537714.0,0.7392280943777935,Normal,0.0
TX013610,Wholesale,Scotland,20,402421.0,80484.0,0,3,402421.0,0.9581329563489193,Normal,0.0
TX013611,Manufacturing,North,6,14623.0,2925.0,0,0,14623.0,0.9169025391202544,Normal,0.0
TX013612,Wholesale,East,3,2991.0,598.0,4,3,2991.0,0.7009485606670468,Normal,0.0
TX013613,Retail,Wales,13,107654.0,21531.0,7,0,107654.0,0.8026275318438846,Normal,0.0
TX013614,Retail,South,6,914453.0,182891.0,3,1,914453.0,0.8102732167272166,Normal,0.0
TX013615,Wholesale,Wales,26,73398.0,14680.0,0,1,73398.0,0.9576478207802641,Normal,0.0
TX013616,Agriculture,East,8,31873.0,6375.0,2,3,31873.0,0.8347601038865956,Normal,0.0
TX013617,Construction,Scotland,21,48437.0,9687.0,1,3,48437.0,0.7380198299945957,Normal,0.0
TX013618,Finance,North,12,52208.0,10442.0,1,3,52208.0,0.803328137518277,Normal,0.0
TX013619,Agriculture,West,8,267172.0,53434.0,4,1,267172.0,0.46470119908491253,Normal,0.0
TX013620,Construction,Scotland,27,419450.0,83890.0,2,0,419450.0,0.6327657355044012,Normal,0.0
TX013621,Retail,North,1,82662.0,16532.0,0,2,82662.0,0.9288612897774096,Normal,0.0
TX013622,Finance,London,13,52474.0,10495.0,9,0,52474.0,0.8381147813308533,Normal,0.0
TX013623,Transport,East,14,33683.0,6737.0,2,0,33683.0,0.7677061323396879,Normal,0.0
TX013624,Construction,South,11,1343638.0,268728.0,3,0,1343638.0,0.7500458811176511,Normal,0.0
TX013625,Professional Services,West,2,122719.0,24544.0,0,0,122719.0,0.735579070782942,Normal,0.0
TX013626,Wholesale,East,1,153263.0,30653.0,0,0,153263.0,0.9272449193292699,Normal,0.0
TX013627,Retail,East,15,115864.0,23173.0,1,0,115864.0,0.6213592393967302,Normal,0.0
TX013628,Manufacturing,London,13,1793170.0,358634.0,0,0,1793170.0,0.7404605801143669,Normal,0.0
TX013629,Agriculture,London,10,275997.0,55199.0,3,10,275997.0,0.8809743348936067,Normal,0.0
TX013630,Finance,West,25,66754.0,13351.0,3,1,66754.0,0.8814022469705607,Normal,0.0
TX013631,Finance,London,9,2356274.0,471255.0,3,3,2356274.0,0.8562141216900128,Normal,0.0
TX013632,Finance,East,17,127422.0,25484.0,1,1,127422.0,0.7422426439561483,Normal,0.0
TX013633,Construction,West,1,76731.0,15346.0,0,1,76731.0,0.9627005636238183,Normal,0.0
TX013634,Professional Services,West,26,1156756.0,231351.0,0,1,1156756.0,0.712823074820086,Normal,0.0
TX013635,Construction,North,2,97979.0,19596.0,0,0,97979.0,0.8770819559784951,Normal,0.0
TX013636,Agriculture,Wales,15,188681.0,37736.0,1,1,188681.0,0.958848586812528,Normal,0.0
TX013637,Retail,Wales,3,1450456.0,290091.0,2,0,1450456.0,0.9916181888710647,Normal,0.0
TX013638,Agriculture,West,25,66983.0,13397.0,3,2,66983.0,0.7083927574524128,Normal,0.0
TX013639,Professional Services,Scotland,16,555271.0,111054.0,2,2,555271.0,0.8925156801864488,Normal,0.0
TX013640,Transport,London,30,4642188.0,928438.0,1,1,4642188.0,0.6993055672158733,Normal,0.0
TX013641,Manufacturing,London,7,30471.0,6094.0,0,4,30471.0,0.7238916604605677,Normal,0.0
TX013642,Professional Services,Wales,30,703081.0,140616.0,0,1,703081.0,0.5435239149254979,Normal,0.0
TX013643,Retail,West,17,240868.0,48174.0,0,1,240868.0,0.883581782689048,Normal,0.0
TX013644,Construction,North,30,120019.0,24004.0,4,3,120019.0,0.8768252827672648,Normal,0.0
TX013645,Construction,West,4,49869.0,9974.0,0,1,49869.0,0.8329134001334505,Normal,0.0
TX013646,Wholesale,Wales,2,472804.0,94561.0,4,1,472804.0,0.787390454882168,Normal,0.0
TX013647,Retail,East,20,655649.0,131130.0,2,3,655649.0,0.798878334653196,Normal,0.0
TX013648,Retail,South,30,909170.0,181834.0,1,2,909170.0,0.8865053512249644,Normal,0.0
TX013649,Construction,East,10,3573832.0,714766.0,4,1,3573832.0,0.9318267745825428,Normal,0.0
TX013650,Manufacturing,North,26,7913.0,1583.0,3,0,7913.0,0.7669849606266315,Normal,0.0
TX013651,Transport,East,28,266285.0,53257.0,3,4,266285.0,0.6927652467779379,Normal,0.0
TX013652,Wholesale,West,9,425081.0,85016.0,119,97,244188.0,0.11280417517799636,Suspicious Pattern,36178.0
TX013653,Professional Services,South,8,374303.0,74861.0,0,0,374303.0,0.8879873313442301,Normal,0.0
TX013654,Finance,East,22,102981.0,20596.0,12,0,102981.0,0.960559660387843,Normal,0.0
TX013655,Wholesale,Scotland,30,2025957.0,405191.0,0,2,2025957.0,0.9183940334808602,Normal,0.0
TX013656,Transport,East,6,10552.0,2110.0,2,0,10552.0,0.8781155085286863,Normal,0.0
TX013657,Professional Services,London,4,2940615.0,588123.0,2,2,2940615.0,0.4561158536860996,Normal,0.0
TX013658,Agriculture,Wales,22,6475.0,1295.0,8,4,6475.0,0.7611150225091551,Normal,0.0
TX013659,Retail,Wales,7,28727.0,5745.0,2,0,28727.0,0.901439598015455,Normal,0.0
TX013660,Professional Services,East,8,69061.0,13812.0,2,1,69061.0,0.7232425533657071,Normal,0.0
TX013661,Retail,Wales,2,155075.0,31015.0,89,100,65099.0,0.27604282190091306,Suspicious Pattern,17995.0
TX013662,Manufacturing,London,23,555501.0,111100.0,0,0,555501.0,0.7416667783732706,Normal,0.0
TX013663,Hospitality,West,21,126506.0,25301.0,3,1,126506.0,0.7447161309434144,Normal,0.0
TX013664,Wholesale,East,7,58660.0,11732.0,3,0,58660.0,0.9499858770255252,Normal,0.0
TX013665,Wholesale,Scotland,4,51868.0,10374.0,1,0,51868.0,0.7937699680919732,Normal,0.0
TX013666,Agriculture,Scotland,27,81415.0,16283.0,0,1,81415.0,0.978796199448772,Normal,0.0
TX013667,Agriculture,South,4,2813443.0,562689.0,0,2,2813443.0,0.6842443109483758,Normal,0.0
TX013668,Agriculture,South,19,150060.0,30012.0,6,1,150060.0,0.6772662342686422,Normal,0.0
TX013669,Manufacturing,Wales,14,110976.0,22195.0,2,1,110976.0,0.8328132819615561,Normal,0.0
TX013670,Hospitality,East,17,74278.0,14856.0,3,2,74278.0,0.7650841930365986,Normal,0.0
TX013671,Agriculture,Scotland,24,19425.0,3885.0,0,0,19425.0,0.9467779255024404,Normal,0.0
TX013672,Hospitality,South,26,79284.0,15857.0,1,0,79284.0,0.8143363065984607,Normal,0.0
TX013673,Finance,Wales,12,1040785.0,208157.0,1,0,1040785.0,0.9378634921193347,Normal,0.0
TX013674,Finance,West,28,134097.0,26819.0,0,1,134097.0,0.8969166456324866,Normal,0.0
TX013675,Transport,Scotland,8,923214.0,184643.0,4,1,923214.0,0.6234200092418285,Normal,0.0
TX013676,Hospitality,Wales,16,12195.0,2439.0,0,0,12195.0,0.738694744001072,Normal,0.0
TX013677,Wholesale,London,15,14304.0,2861.0,1,2,14304.0,0.8851397378577175,Normal,0.0
TX013678,Construction,East,23,39335.0,7867.0,4,2,39335.0,0.8065057974767024,Normal,0.0
TX013679,Construction,South,9,21622.0,4324.0,0,0,21622.0,0.6518589013318404,Normal,0.0
TX013680,Professional Services,Wales,4,252233.0,50447.0,0,0,252233.0,0.785495767712194,Normal,0.0
TX013681,Agriculture,London,13,320804.0,64161.0,0,1,320804.0,0.8937173008607271,Normal,0.0
TX013682,Agriculture,North,14,4027343.0,805469.0,3,2,4027343.0,0.9177901523247703,Normal,0.0
TX013683,Retail,East,12,165013.0,33003.0,2,2,165013.0,0.9291875522546967,Normal,0.0
TX013684,Finance,Scotland,4,31944.0,6389.0,187,235,9529.0,0.09521518942621127,Potential Under-Reporting,4482.0
TX013685,Agriculture,Wales,8,28852.0,5770.0,3,4,28852.0,0.9145184026682682,Normal,0.0
TX013686,Transport,West,20,19218.0,3844.0,1,2,19218.0,0.809648578441217,Normal,0.0
TX013687,Hospitality,North,29,31593.0,6319.0,3,3,31593.0,0.949578583834356,Normal,0.0
TX013688,Construction,West,5,144086.0,28817.0,14,0,144086.0,0.8340742574723904,Normal,0.0
TX013689,Transport,North,13,203183.0,40637.0,1,1,203183.0,0.9274224508750538,Normal,0.0
TX013690,Finance,London,7,145976.0,29195.0,6,3,145976.0,0.3594340462426916,Normal,0.0
TX013691,Transport,Wales,9,110809.0,22162.0,96,68,55896.0,0.26380934499302383,Suspicious Pattern,10982.0
TX013692,Wholesale,East,13,553089.0,110618.0,8,4,553089.0,0.6516866039039014,Normal,0.0
TX013693,Professional Services,Wales,19,299035.0,59807.0,1,8,299035.0,0.45040376784194197,Normal,0.0
TX013694,Finance,Scotland,20,34384.0,6877.0,5,0,34384.0,0.8892664695990126,Normal,0.0
TX013695,Agriculture,North,4,653766.0,130753.0,6,3,653766.0,0.7711480229315273,Normal,0.0
TX013696,Manufacturing,Scotland,21,168931.0,33786.0,4,2,168931.0,0.7498228222598239,Normal,0.0
TX013697,Transport,East,16,707261.0,141452.0,2,0,707261.0,0.8487626070879599,Normal,0.0
TX013698,Retail,Wales,28,520508.0,104102.0,0,1,520508.0,0.7072136804218976,Normal,0.0
TX013699,Professional Services,London,23,218917.0,43783.0,2,1,218917.0,0.6417427722906596,Normal,0.0
TX013700,Professional Services,East,22,10934.0,2187.0,4,0,10934.0,0.8478860690253275,Normal,0.0
TX013701,Hospitality,West,23,444894.0,88979.0,1,7,444894.0,0.7635613295644111,Normal,0.0
TX013702,Construction,Scotland,18,48105.0,9621.0,1,1,48105.0,0.9746096228840726,Normal,0.0
TX013703,Wholesale,West,24,1081363.0,216273.0,3,2,1081363.0,0.7498190507892957,Normal,0.0
TX013704,Hospitality,East,11,167321.0,33464.0,4,0,167321.0,0.9011218543644668,Normal,0.0
TX013705,Hospitality,London,27,12171.0,2434.0,1,2,12171.0,0.6618350535056883,Normal,0.0
TX013706,Retail,East,1,226265.0,45253.0,0,1,226265.0,0.844950912025312,Normal,0.0
TX013707,Hospitality,West,2,123895.0,24779.0,102,85,66383.0,0.21181687145968622,Suspicious Pattern,11502.0
TX013708,Retail,North,22,999378.0,199876.0,6,1,999378.0,0.7476346769167584,Normal,0.0
TX013709,Construction,Wales,26,29746.0,5949.0,2,0,29746.0,0.9613163938235574,Normal,0.0
TX013710,Construction,Scotland,25,55623.0,11125.0,0,0,55623.0,0.9399299965067694,Normal,0.0
TX013711,Retail,North,27,161087.0,32217.0,2,1,161087.0,0.8842964367902311,Normal,0.0
TX013712,Transport,West,3,2262633.0,452527.0,1,7,2262633.0,0.9666777298533127,Normal,0.0
TX013713,Wholesale,North,28,1485724.0,297145.0,0,1,1485724.0,0.7790408078788339,Normal,0.0
TX013714,Agriculture,South,18,87074.0,17415.0,9,1,87074.0,0.7102781646088099,Normal,0.0
TX013715,Manufacturing,Wales,9,139781.0,27956.0,3,0,139781.0,0.9178476668865966,Normal,0.0
TX013716,Finance,North,5,1312825.0,262565.0,4,0,1312825.0,0.8883826845509402,Normal,0.0
TX013717,Construction,Wales,8,1115377.0,223075.0,3,2,1115377.0,0.4844844320107419,Normal,0.0
TX013718,Retail,North,22,20373.0,4075.0,0,3,20373.0,0.7941582489700262,Normal,0.0
TX013719,Finance,London,5,24910.0,4982.0,1,1,24910.0,0.7905716192074824,Normal,0.0
TX013720,Professional Services,London,28,494602.0,98920.0,6,0,494602.0,0.8152407921760715,Normal,0.0
TX013721,Manufacturing,Scotland,13,300187.0,60037.0,0,1,300187.0,0.9606611221031609,Normal,0.0
